9.16,6.5,3089,1,1201576
8.61,7.23,2379,1,1201033
9.39,8.07,82,0,1182228
8.76,6.69,4710,1,1177438
7.47,7,5386,1,1176664
9.36,8.2,421,0,1173310
9.53,8.51,101,1,1169839
9.48,8.68,3980,1,1168625
9.26,9.36,4064,0,1168427
7.2,6.76,3099,0,1165488
9.23,8.68,368,0,1163120
9.23,8.86,4758,1,1160935
8.37,6.06,1384,1,1160021
9.07,7.76,3353,0,1159787
9.3,8.23,2045,1,1157472
9.29,8.36,3915,0,1153109
9.03,7.11,87,0,1149628
8.69,7.62,1159,0,1144238
8.58,5.41,28,0,1140118
8.81,8.07,3016,1,1139250
9.02,8.27,1805,1,1130638
9.15,8.31,215,1,1125739
9.62,8.84,610,1,1125032
7.91,7.86,3008,1,1124918
8.98,7.07,478,0,1123294
9.17,6.98,1315,0,1118258
9.05,8.71,294,1,1111865
8.3,7.4,64,0,1111158
9.61,6.39,3489,1,1110523
8.31,6.89,4877,1,1110246
9.4,8.06,158,0,1101678
8.82,7.6,1601,0,1099665
8.09,7.18,1110,0,1085047
9.65,8.1,90,1,1083746
9.32,9.15,573,1,1075584
7.75,6.14,1734,0,1075333
9.02,7.67,282,0,1074321
9.06,8.49,6248,1,1069436
8.99,6.9,129,1,1063955
8.16,7.29,3089,0,1061412
9.45,8.6,1139,1,1059350
9.44,8.66,37,0,1052379
9.43,9.3,1292,0,1047327
7.46,7.9,1598,1,1046787
9.31,6.99,2908,0,1046313
9.41,7.32,3912,1,1044522
9.59,8.7,346,0,1043904
8.94,7.6,41,1,1040636
8.91,6.5,670,0,1036172
9.08,7.71,1631,0,1030285
9.6,9.11,3881,1,1027622
8.98,8.57,185,0,1027438
8.78,8.43,695,0,1019300
9.22,7.09,205,0,1015711
9,7.83,59,0,1015287
9.12,7.54,1274,1,1006947
9.38,8.28,155,1,1006833
9.56,9.32,69,0,1006075
8.94,8,134,0,999047
9.47,7.8,182,0,998528
8.92,8.31,120,0,992064
7.78,7.92,807,0,989021
9.16,7.71,1785,1,987420
8.55,7.41,1227,1,986547
8.57,8.91,4662,0,984265
9.64,8.51,59,0,979739
8.32,8,198,0,979509
9.01,7.59,2103,1,977470
7.91,6.44,1931,0,975462
9.47,8.05,794,1,974554
8.62,8.79,337,0,973703
8.05,7.29,4142,1,971194
8.38,7.2,2555,1,970373
9.13,7.67,175,0,970275
8.6,7.99,2700,1,963634
8.71,7.95,1214,0,956767
9.46,7.67,57,0,956154
9,7.47,6354,1,955175
9.82,8.78,48,1,953871
9.35,7.61,58,0,951855
8.63,7.69,113,1,949324
7.79,8.66,226,1,946615
9.35,7.01,92,1,945185
9.16,8.65,105,0,941672
9.57,9.24,274,1,941615
9.57,8.52,65,0,939658
8.49,6.91,423,1,937029
8.74,5.91,3505,1,930855
9.01,8.56,117,1,929985
8.21,7.42,53,0,925813
9.09,8.83,399,0,925108
8.96,7.94,2324,0,921317
8.18,7.38,73,0,918678
9.12,9.3,258,0,918183
9.66,5.97,172,0,915359
10,9.02,654,0,907255
9.11,8.81,68,1,904145
9.29,5.79,2385,1,900054
8.59,6.84,56,0,893027
9.43,8.59,93,0,884885
9.59,8.79,81,0,877398
9.02,8.77,157,1,875481
8.28,9.02,1120,0,874913
9.28,8.23,723,0,873396
7.37,6.25,91,0,873079
8.59,4.72,585,1,872594
8.44,6.47,2516,1,870785
9.35,8.73,293,0,870065
8.95,7.81,95,0,869805
8.52,6.21,809,1,867386
8.58,7.66,116,0,858402
0,4.18,836,1,858215
8.61,6.74,3462,0,855980
9.42,7.54,462,1,854377
8.87,8.95,92,0,853859
9.19,8.2,6969,1,848148
8.36,7.28,3156,1,844103
8.55,7.46,48,0,837426
7.59,6.65,977,1,837059
9.07,7.33,4701,0,836117
9.43,7.74,1435,1,831804
8.44,6.49,7316,1,827918
8.61,6.85,177,0,825517
8.73,7.79,2129,1,821918
8.72,8.91,231,0,820995
9.29,7.28,170,1,814023
8.97,8.16,125,0,809755
9.39,7.8,127,0,807486
9.14,7.44,88,0,806924
8.65,7.63,326,1,806709
9.3,8.26,684,0,806248
9.18,7.54,706,0,804631
9.55,8.15,68,0,800062
9.67,8.62,4764,0,799275
9.64,8.94,82,0,791173
8.2,6.82,1441,1,790954
8.75,7.81,5869,0,790158
9.14,7.26,1621,1,784031
7.65,7.62,4024,1,773996
9.45,8.36,234,0,773649
8.66,7.09,2401,1,771699
7.62,7.42,3157,1,768971
8.78,5.7,85,0,765315
8.19,8.41,2226,0,765259
8.13,7,2486,1,764072
9.34,8.29,610,0,761404
9.6,6.66,775,1,758473
9.48,8.99,2787,0,757430
9.72,9.04,146,0,757337
9.39,8.58,103,0,744387
7.5,4.67,1391,0,742475
9.54,8.27,85,0,738963
8.89,8.58,853,0,733931
8.28,7.37,89,0,731551
9.02,6.29,3522,1,731212
9.24,7.82,1051,1,730343
9.31,6.86,568,1,727409
8.69,6.69,101,1,726998
7.75,8.36,1836,1,724107
9.02,8.34,1112,0,716386
7.75,6.99,1017,1,714102
7.95,6.66,367,0,709734
9.62,8.6,1722,1,707748
9.37,8.46,71,0,704834
9.76,7.31,46,0,704058
8.97,8.69,6202,0,703024
9.17,8.14,67,0,700095
8.78,9.05,1163,1,699973
8.91,7.95,123,1,696412
8.86,6.16,55,1,694728
8.18,7.79,3006,1,693101
8.95,7.82,106,0,689071
9.65,8.48,40,0,685746
9.66,9.13,104,0,682712
9.23,8.55,28,1,682525
8.99,7.61,322,0,681945
8.81,8.3,269,0,680606
8.88,8.71,451,1,675966
9.03,8.02,276,1,672285
5.65,5.07,986,1,670295
8.94,7.91,1862,0,668576
9.55,8.15,126,0,665096
9.89,9.03,35,0,661550
8.79,7.33,250,1,657564
8.63,6.02,828,0,654587
9.25,7.35,4129,1,654407
8.35,7.35,52,0,654386
9.12,7.13,781,1,654212
8.32,6.56,5333,1,652453
7.77,4.58,1149,1,652097
8.9,9,555,0,651439
7.68,7.6,184,1,650994
9.13,8.07,4270,0,646195
8.31,6.16,4434,1,645922
9.54,6.55,86,0,645218
9.34,8.29,253,0,645191
9.76,9.08,55,0,644216
9.21,7.02,124,1,644163
9.28,8.28,1226,0,641099
8.68,8.16,107,0,638598
9.2,7.43,105,0,636631
9.38,7.64,2606,1,634953
9.09,8.13,2631,1,632299
8.08,7.26,1073,0,630049
7.72,8.15,294,0,629322
7.79,6.59,6122,1,628576
8.17,6.82,439,1,628508
9.86,9.24,51,0,628423
9.39,9.14,173,0,627102
9.61,8.89,43,0,625900
8.07,8.12,335,1,622572
9.09,8.75,39,0,622286
8.16,7.65,157,0,618598
9.27,7.42,192,0,616943
8.4,7.78,1235,0,616654
8.48,7.02,4208,1,616481
8.79,7.26,2138,1,612328
8,5.12,1603,1,611685
8.12,6.37,3631,1,609063
9.8,7.65,244,0,606841
9.46,7.19,86,1,606531
9.43,6.68,116,1,606317
9.32,8.01,1383,0,605224
9.4,8.03,1591,1,602967
8.78,9.01,205,0,599963
8.98,7.61,777,1,599176
8.17,5.98,4753,1,599050
8.28,7.42,101,0,598373
9.07,7.61,126,0,597142
8.46,8.61,96,1,593630
8.63,6.09,2873,0,592041
8.91,7.29,47,1,591841
6.44,5.29,4232,1,591125
8.43,6.84,539,0,590409
9.28,8.05,133,0,585082
9.87,7.39,50,0,584861
8.03,5.88,1197,0,583183
8.86,7.48,92,0,582698
9.5,5.79,69,0,582126
9.05,7.95,635,1,581468
9.54,8.63,1160,0,579130
8.69,7.21,31,0,577758
9.72,7.33,265,1,576150
8.85,7.75,234,0,573657
8.05,7.32,117,1,571074
9.9,8,153,0,570010
9.67,8.41,47,0,569773
8.47,7.41,330,0,569500
9.03,7,77,1,562764
8.78,8.12,1767,1,562156
9.42,7.99,13,0,560620
9.55,9,447,0,560578
8.7,7.46,872,1,559705
8.52,5.85,178,0,558433
9.29,5.97,41,1,556496
9.31,8.22,71,0,553760
8.89,8,44,0,553159
9.24,6.6,80,0,551897
9.65,8.79,41,1,550728
8.89,6.25,2502,1,540972
9.5,6.93,518,0,540485
8.29,6.88,1777,0,537920
8.82,5.85,806,1,537075
9.15,8.07,4241,0,536547
8.22,6.67,677,0,532324
9.42,6.81,1369,1,531953
7.89,8.45,1642,1,528149
9.83,7.63,96,0,527077
9.09,5.75,3391,1,526282
9.81,8.65,27,1,524914
8.83,7.23,28,0,524572
9.47,7.74,50,0,522794
8.95,9.17,203,0,522667
7.84,6.81,2220,1,519983
8.66,7.83,102,0,519584
9.16,8.84,332,1,518916
9.01,7.8,564,0,517286
8.13,7.48,312,0,515522
8.04,6.68,125,0,515074
8.57,7.4,52,1,514417
8,6.74,1940,1,514052
9.16,8.33,206,0,513202
9.45,8.89,90,0,510996
9.2,8.37,4415,1,510878
9.68,7.82,19,0,509640
8.94,6.47,225,0,509623
9.73,8.99,39,1,507508
8.91,6.81,2408,1,507257
9.4,8.75,134,1,503516
8.7,6.88,38,0,502807
8.01,6.68,191,0,501286
8.96,6.71,391,0,499838
9.37,8.49,718,0,498004
8.19,5.67,1566,1,497880
9.36,6.66,3115,1,492773
8.75,6.61,2207,1,492465
8.49,8.11,899,1,491207
8.59,8.05,6249,0,489855
9.76,9.26,2074,0,489409
9.16,8.42,39,0,488242
6.08,7.95,5414,1,485083
8.99,8.76,4002,0,480987
7.47,5.46,1996,0,480528
7.45,4.04,3128,1,480361
9.72,9.26,865,0,478822
8.94,6.67,412,0,478392
9.18,8.47,5735,1,476665
9.31,7.09,189,1,475309
8.85,6.69,3849,0,472693
8.08,8.72,126,1,472692
8.26,6.8,119,1,472118
6.46,6.46,1945,0,471547
8.59,7.2,100,1,471103
9.65,8.47,34,1,470990
7.99,7.54,751,1,470256
8.74,7.11,98,1,468273
8.93,8.84,1957,0,467697
8.02,6.66,4640,1,465749
8.93,8.12,372,0,465607
8.89,6.26,5665,1,465492
8.42,7.31,53,0,464607
9.66,7.52,91,0,464076
9.73,5.85,177,0,462999
7.93,6.44,52,1,462176
9.49,8.08,26,0,459535
8.14,7.29,2961,0,459421
9.73,9.34,104,0,458988
8.88,8.94,306,0,457343
9.11,7.58,4356,0,451669
8.04,8.22,1951,1,449071
9.45,9.35,653,0,448826
7.8,6.27,761,1,447569
8.97,8.43,211,1,446664
7.92,7.46,69,1,446510
9.76,8.8,20,1,445014
8.04,7.63,140,0,445009
9.61,7.71,95,1,444045
9.02,8.03,110,0,443889
7.32,2.79,1160,0,443462
8.71,9.35,20,0,441707
9.38,6.55,84,0,441525
8.81,6.29,1575,0,438833
7.93,5.94,2161,0,437101
9.78,7.89,297,0,435551
8.68,6.65,47,1,435201
9.01,8.18,3328,1,433825
9.5,8.99,45,0,431376
6.56,5.35,5602,1,431310
9.54,8.73,42,0,429569
9.46,7.1,2331,0,429141
9.5,6.49,45,1,428896
8.19,6.45,11212,0,428429
8.35,7.2,1397,1,428139
9.32,8.6,169,0,427764
7.54,6.97,2160,1,425972
8.35,6.71,4646,1,425799
5.05,3.22,885,0,425571
8.56,7.77,194,1,424041
9.17,7.5,1351,0,424002
8.81,8.09,2118,0,423026
8.48,7.38,273,0,422363
9.53,7.73,5881,0,414626
9.28,8.64,52,1,414083
8.52,7.87,145,0,412843
8.56,6.35,92,1,410644
9.54,8.49,156,0,407264
9.25,8.81,261,0,406284
8.86,7.76,314,0,405580
7.94,7.76,4311,1,404456
8.44,8.02,141,0,401477
9.16,7.91,2754,1,400329
8.07,4.28,1094,0,399667
9.64,6.71,119,0,398097
6.48,6.99,1128,1,397923
9.67,8.77,23,1,397381
8.46,7.5,866,0,395865
9.28,7.94,44,0,391513
9.62,8.07,649,1,390741
9.19,8.72,13,1,389253
8.79,7.28,256,0,387527
9.16,7.69,4015,0,387409
8.46,7.42,2246,1,385934
8.5,7.77,149,0,385841
9.66,8.42,70,1,385552
8.53,8.05,43,0,384789
9.05,7.5,65,0,383862
9.23,7.97,3916,0,383336
6.95,7.93,3641,0,383332
8.95,7.28,88,0,382607
9.49,9.3,94,0,381243
8.54,7.28,2125,0,378729
7.68,6.47,129,0,377801
8.07,7.14,74,0,375573
8.42,7.19,156,0,373344
9.25,8.56,266,0,366442
9.38,8.81,23,0,366277
8.91,5.72,45,0,365525
8.26,5.49,588,0,364415
8.65,6.58,36,1,364251
9.19,7.01,60,0,362572
9.1,6.82,70,0,360661
9.52,8.37,2847,1,360556
9.66,9.3,402,0,359899
9.38,7.84,16,1,359663
9.62,8.17,98,0,358286
8.1,7.08,40,0,358046
8.81,7.58,124,1,356976
8.81,6.13,3524,1,356342
8.9,7.14,365,0,355813
9.43,7.91,1505,0,351779
9.27,8.55,109,0,351555
8.57,8.13,4329,0,351276
9.2,8.51,10564,0,351091
9.05,7.15,72,0,350563
8.87,7.28,2707,0,350129
9.21,8.14,,1,348883
9.45,5.9,396,0,348772
8.39,5.99,3136,0,346483
9.61,8.86,31,1,346441
9.33,6.76,598,0,344876
9.14,8.66,69,0,344766
9.56,8.52,28,0,343268
9.61,4.87,428,0,341882
8.63,7.74,4471,1,339844
8.07,6.91,2196,1,338168
9.54,9.27,889,1,338080
8.98,8.26,92,0,336312
9.83,9.12,84,0,335706
7.62,7.08,1962,1,334323
6.83,7.16,2394,0,332619
9.09,7.59,495,0,332180
8.24,7.21,28,0,331877
8.45,6.67,1853,1,331760
9.82,8.38,14,1,330665
5.78,7.06,146,1,329086
7.38,7.94,175,0,329029
9.38,8.61,183,0,328767
8.75,8.16,65,0,327612
9.07,7.4,47,1,327591
9.47,8.38,123,1,325016
9.01,8.05,13143,1,324420
8.7,2.89,330,1,322459
9.65,8.4,75,0,320997
8.61,6.5,3254,0,320923
9.13,8.95,14,1,320409
9.58,8.75,35,0,320353
9.66,8.38,57,0,319072
8.11,7.39,485,0,318157
7.81,5.59,7087,1,317505
9.83,9.31,1441,1,316788
8.85,8.41,15712,0,316780
9.14,7.25,47,0,315888
9.93,8.34,13,1,315863
8.64,8.64,17,0,315809
8.8,8.99,131,1,315348
9.31,8.52,708,0,315321
7.47,7.82,1887,1,315305
9.07,6.85,2528,1,313953
9.06,5.79,60,1,312640
9.12,7.43,58,0,312576
8.17,7.96,32,0,311456
9.45,7.07,63,0,311274
9.5,5.84,384,0,310548
8.32,5.98,224,0,309729
8.9,7.9,1778,1,308180
8.71,3.81,51,1,308057
8.76,8.09,74,0,307217
8.68,7.33,32,0,306837
9.27,9.01,3414,0,306119
9.52,8.59,133,1,305100
9.63,8.77,16,0,300477
10,7.17,27,0,299434
7.67,6.21,130,1,298983
8.85,7.95,87,0,298298
8.06,7.99,3451,1,298086
9.31,8.88,965,0,297944
8.65,8.32,148,0,297356
9.22,8.56,65,0,297025
9,8.11,43,0,295189
8.97,7.51,199,0,294320
9.51,8.07,19,1,293787
8.85,8.34,61,0,292655
9.57,8.04,89,0,292529
8.87,7.66,99,1,292430
8.87,7.59,134,0,292217
9.3,5.81,12,0,291685
9.21,7.48,1165,1,291143
8.58,5.78,57,1,290334
9.57,8.29,95,0,289645
9.05,7.84,72,0,289534
